delivery_date,route_id,vehicle_id_list,route_name,store_count,sum_ambient_turnover_boxes,sum_ambient_cartons,sum_ambient_full_cases,sum_frozen_bags,sum_frozen_cartons,route_load_w1,trip_distance_km_one_way,missing_segment_count
2025-11-08,101,京QW51F2,北京市1线,6,8.0,12.0,160.0,0.0,0.0,0.491279,95.627,0
2025-11-08,102,京LNJ896,北京市2线,5,8.0,16.0,67.0,0.0,0.0,0.257068,81.119,0
2025-11-08,103,京N7JA13,北京市3线,7,9.0,27.0,157.0,0.0,0.0,0.527689,92.916,0
2025-11-08,104,京Q51JF5,北京市4线,6,11.0,16.0,177.0,0.0,0.0,0.561035,58.225,0
2025-11-08,105,京A5MC80,北京市5线,6,5.0,14.0,85.0,0.0,0.0,0.284681,320.525,0
2025-11-08,106,京JLY168,北京市6线,6,5.0,9.0,160.0,0.0,0.0,0.468891,66.383,0
2025-11-08,107,京Q55WU6,北京市7线,6,9.0,12.0,154.0,0.0,0.0,0.48032,54.957,0
2025-11-08,108,京Q21WD8,北京市8线,5,8.0,10.0,122.0,0.0,0.0,0.386016,91.938,0
2025-11-08,109,京MJH660,北京市9线,6,8.0,10.0,112.0,0.0,0.0,0.3597,77.758,0
2025-11-08,110,京KEP596,北京市10线,5,8.0,11.0,227.0,0.0,0.0,0.664963,54.818,0
2025-11-08,111,京LHR562,北京市11线,5,5.0,10.0,109.0,0.0,0.0,0.337312,52.805,0
2025-11-08,112,京N0NS61,北京市12线,5,6.0,13.0,110.0,0.0,0.0,0.35267,54.735,0
2025-11-08,113,京FLV125,北京市13线,6,12.0,20.0,236.0,0.0,0.0,0.731655,87.665,0
2025-11-08,114,京N6WM38,北京市14线,6,9.0,7.0,121.0,0.0,0.0,0.38032,63.5,0
2025-11-08,115,京A2JU95,北京市15线,7,9.0,23.0,271.0,18.0,1.0,0.969794,102.785,0
2025-11-08,116,京FAM639,北京市16线,5,7.0,6.0,124.0,0.0,0.0,0.375922,65.621,0
2025-11-08,125,京HJH201,平谷,3,4.0,10.0,59.0,12.0,1.0,0.303534,139.203,0
2025-11-08,126,京LEP368,大兴线,5,3.0,15.0,116.0,14.0,2.0,0.481159,117.841,0
2025-11-08,127,京N7MR82,房山线,6,6.0,15.0,108.0,12.0,2.0,0.457933,173.957,0
2025-11-08,128,京EQB022,燕郊线,7,7.0,21.0,89.0,15.0,6.0,0.46408,239.954,0
2025-11-08,129,京FNV919,地铁专线一,5,1.0,1.0,31.0,0.0,0.0,0.089041,39.246,3
2025-11-08,130,京FAQ401,地铁专线二,5,1.0,6.0,30.0,1.0,0.0,0.107901,65.958,1
2025-11-08,131,京EKD592,地铁专线三,4,0.0,4.0,49.0,0.0,0.0,0.139474,22.501,2
2025-11-08,132,京APZ172,金杯地铁1,3,0.0,1.0,51.0,0.0,0.0,0.136842,6.585,2
2025-11-08,133,京ERX335,金杯地铁2,4,0.0,2.0,37.0,0.0,0.0,0.102632,0.0,4
2025-11-08,140,京LJD975,首都机场线,6,3.0,9.0,291.0,0.0,0.0,0.803966,21.064,0
2025-11-08,150,京A7JH28,张家口1线,10,0.0,0.0,0.0,31.0,8.0,0.279386,77.641,4
2025-11-08,151,京MHM706,张家口2线,8,9.0,17.0,74.0,14.0,6.0,0.415408,308.952,0
2025-11-08,156,京A0VW61,承德1线,8,12.0,14.0,90.0,16.0,4.0,0.475515,603.803,0
2025-11-08,157,京JLN188,承德2线,8,8.0,18.0,125.0,11.0,1.0,0.509261,378.5,0
2025-11-10,101,京MHE650,北京市1线,4,20.0,22.0,116.0,0.0,0.0,0.459776,68.37,0
2025-11-10,102,京LNJ896,北京市2线,5,22.0,15.0,118.0,0.0,0.0,0.45628,39.433,0
2025-11-10,103,京N7JA13,北京市3线,5,34.0,18.0,125.0,0.0,0.0,0.540567,61.362,0
2025-11-10,104,京Q51JF5,北京市4线,5,29.0,21.0,105.0,0.0,0.0,0.471676,24.433,0
2025-11-10,105,京A5MC80,北京市5线,7,27.0,29.0,97.0,0.0,0.0,0.462014,94.463,0
2025-11-10,106,京JLY168,北京市6线,4,13.0,14.0,109.0,0.0,0.0,0.386486,35.536,0
2025-11-10,107,京FAQ401,北京市7线,6,38.0,29.0,142.0,0.0,0.0,0.633575,52.343,0
2025-11-10,108,京QW51F2,北京市8线,7,28.0,21.0,70.0,0.0,0.0,0.374739,97.99,0
2025-11-10,109,京HKB181,北京市9线,5,17.0,19.0,92.0,0.0,0.0,0.374231,162.431,0
2025-11-10,110,京Q21WD8,北京市10线,5,16.0,14.0,71.0,0.0,0.0,0.300979,83.59,0
